Genera	AM-AD-1-RITA	AM-AD-1-SMASH	AM-AD-2-RITA	AM-AD-2-SMASH	AM-F10-T1-RITA	AM-F10-T1-SMASH	AM-F10-T2-RITA	AM-F10-T2-SMASH	DA-AD-1-RITA	DA-AD-1-SMASH	DA-AD-1T-RITA	DA-AD-1T-SMASH	DA-AD-2-RITA	DA-AD-2-SMASH	DA-AD-3-RITA	DA-AD-3-SMASH	DA-AD-3T-RITA	DA-AD-3T-SMASH	DA-AD-4-RITA	DA-AD-4-SMASH	ES-AD-1-RITA	ES-AD-1-SMASH	ES-AD-2-RITA	ES-AD-2-SMASH	ES-AD-3-RITA	ES-AD-3-SMASH	ES-AD-4-RITA	ES-AD-4-SMASH	FR-AD-1-RITA	FR-AD-1-SMASH	FR-AD-2-RITA	FR-AD-2-SMASH	FR-AD-3-RITA	FR-AD-3-SMASH	FR-AD-4-RITA	FR-AD-4-SMASH	FR-AD-5-RITA	FR-AD-5-SMASH	FR-AD-6-RITA	FR-AD-6-SMASH	FR-AD-7-RITA	FR-AD-7-SMASH	FR-AD-8-RITA	FR-AD-8-SMASH	IT-AD-1-RITA	IT-AD-1-SMASH	IT-AD-2-RITA	IT-AD-2-SMASH	IT-AD-3-RITA	IT-AD-3-SMASH	IT-AD-4-RITA	IT-AD-4-SMASH	IT-AD-5-RITA	IT-AD-5-SMASH	IT-AD-6-RITA	IT-AD-6-SMASH	JP-AD-1-RITA	JP-AD-1-SMASH	JP-AD-2-RITA	JP-AD-2-SMASH	JP-AD-3-RITA	JP-AD-3-SMASH	JP-AD-4-RITA	JP-AD-4-SMASH	JP-AD-5-RITA	JP-AD-5-SMASH	JP-AD-6-RITA	JP-AD-6-SMASH	JP-AD-7-RITA	JP-AD-7-SMASH	JP-AD-8-RITA	JP-AD-8-SMASH	JP-AD-9-RITA	JP-AD-9-SMASH	JP-IN-1-RITA	JP-IN-1-SMASH	JP-IN-2-RITA	JP-IN-2-SMASH	JP-IN-3-RITA	JP-IN-3-SMASH	JP-IN-4-RITA	JP-IN-4-SMASH
Nitrosococcus	1.55E-05	0	4.03E-05	0	0	0	0	0	1.26E-05	0	9.64E-06	0	4.45E-06	0	1.73E-05	0	9.24E-06	0	4.43E-06	0	8.94E-06	0	0	0	4.22E-06	0	1.31E-05	0	7.99E-06	0	4.41E-05	0	8.63E-06	0	1.66E-05	0	0	0	0	0	1.71E-05	0	1.78E-05	0.00003255	8.60E-06	0	0	0	8.57E-06	0	0	0	8.46E-06	0	8.62E-06	0	0	0	0	0	1.26E-05	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas	0	0	1.34E-05	0	0	0	4.59E-06	0.00000196	4.21E-06	0	3.61E-06	0	8.90E-06	0	0	0	3.69E-06	0	4.43E-06	0	8.94E-06	0.00000854	2.63E-05	0	1.69E-05	0	8.71E-06	0	1.60E-05	0	8.81E-06	0	8.63E-06	0	8.32E-06	0	0	0	8.45E-06	0	8.55E-06	0	6.22E-05	0	8.60E-06	0	3.46E-05	0.00009201	3.43E-05	0	0	0	4.23E-05	0.00017774	0	0	0	0	0	0	1.26E-05	0	0	0	2.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30E-05	0
Nitrosospira	0	0	0	0	0	0	0	0	4.21E-06	0	0	0	0	0	2.17E-05	0	7.39E-06	0.00000208	4.43E-06	0	4.47E-06	0	0	0	0	0	0	0	0	0	0	0	2.59E-05	0	0	0	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia	0	0	2.69E-05	0	0	0	4.59E-06	0	4.21E-05	0	4.82E-06	0	0	0	3.46E-05	0	1.11E-05	0	1.77E-05	0.00000473	4.47E-06	0	1.31E-05	0	8.45E-06	0	4.35E-06	0	7.99E-06	0	0	0	0	0	8.32E-06	0	0.000107933	0	8.45E-06	0	0	0	0	0	0	0	2.59E-05	0	0	0	0	0	0	0	1.72E-05	0	1.28E-05	0	3.74E-05	0	0	0	0	0	0	0	2.53E-05	0	0	0	0	0	1.23E-05	0	0	0	8.77E-05	0	0	0	0	0
Oceanobacillus	3.10E-05	0	2.69E-05	0	1.61E-05	0	6.89E-06	0	8.42E-06	0	9.64E-06	0.00000117	4.45E-06	0.00002466	8.66E-06	0	1.85E-05	0.00000762	1.33E-05	0.00000785	4.47E-06	0	4.38E-06	0	2.53E-05	0	4.35E-06	0	7.99E-06	0.00001447	1.76E-05	0	0	0	0	0.00001533	1.54E-05	0.00002684	0	0	4.28E-05	0	5.33E-05	0	0	0	8.65E-06	0	3.43E-05	0	0	0	4.23E-05	0	8.62E-06	0	0	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	1.25E-05	0	1.23E-05	0	1.25E-05	0	0	0	0	0	0	0.00005251
Opitutus	3.10E-05	0	1.34E-05	0	0	0	6.89E-06	0	3.37E-05	0	1.45E-05	0	6.23E-05	0	6.50E-05	0	3.32E-05	0.00000111	3.54E-05	0	1.79E-05	0	8.77E-06	0	2.96E-05	0	6.53E-05	0	2.40E-05	0	5.29E-05	0	1.73E-05	0	4.99E-05	0	2.31E-05	0	5.07E-05	0	3.42E-05	0	7.11E-05	0	2.58E-05	0	7.78E-05	0	3.43E-05	0	8.56E-06	0	3.39E-05	0	4.31E-05	0	1.28E-05	0	0.00011225	0	2.51E-05	0	5.09E-05	0	0	0	0	0	6.71E-05	0	0	0	3.70E-05	0	0	0	0	0	1.26E-05	0	0	0
Oribacterium	0.000993018	0.00004743	0.000631873	0.00002931	0.000261316	0.00004732	0.000257236	0.00003503	0.000345073	0.00003502	0.000262615	0.00001981	0.000329439	0.0000223	0.00063233	0.00006022	0.000367557	0.00003343	0.000619738	0.00001408	0.000111748	0.00001259	0.000214754	0.00002176	0.000177353	0.00001468	0.000300363	0.00001472	0.000335388	0.00000982	0.000475947	0.00004982	0.00023313	0.00015415	0.000540666	0.0000312	0.000424023	0.00004551	0.000456077	0.00007926	0.000401854	0.0000725	0.000595206	0.00008278	0.000283952	0.00002189	0.000518991	0.00001125	0.000634045	0.00009239	0.0002139	0.00004085	0.000592472	0.00004071	0.000336105	0.00004069	0.000589993	0.00018821	0.00049889	0	0.000276486	0.00004589	0.000254741	0.00010134	0.000590645	0.00019198	0.000391869	0.00003689	0.000214581	0	0.000225864	0.00008177	0.000431194	0.00011999	1.25E-05	0	1.25E-05	0	3.78E-05	0	0.001183704	0
Paenibacillus	0.001256788	0	0.00120997	0	0.000426146	0.00000392	0.000392745	0	0.000483944	0.00000552	0.000383081	0.00000499	0.000983866	0	0.001204026	0.00000559	0.000611364	0.00000185	0.000920753	0.00000397	0.000187737	0	0.00041636	0	0.000198466	0	0.000578961	0.00000207	0.000742645	0.00001469	0.00064341	0.00001593	0.000423089	0.0000088	0.000914974	0.00004508	0.000886593	0	0.000515198	0	0.000769507	0.00000772	0.00050637	0	0.000757204	0	0.000942833	0	0.000694022	0	0.000119784	0	0.000922564	0	0.000594648	0.00001068	0.000397604	0	0.001459253	0	0.000578107	0	0.000827909	0	0.001080755	0.00001192	0.000467715	0	0.000214581	0	0.00043918	0	0.000628311	0	0.000376378	0	0.000150259	0	6.30E-05	0	0.001425042	0
Pantoea	0	0	1.34E-05	0	0	0	6.89E-06	0	2.10E-05	0	1.08E-05	0	2.23E-05	0	1.30E-05	0	1.48E-05	0	1.33E-05	0	0	0	0	0	8.45E-06	0	8.71E-06	0	1.60E-05	0	0	0	8.63E-06	0	3.33E-05	0	7.71E-06	0	8.45E-06	0	2.57E-05	0	1.78E-05	0	8.60E-06	0	9.51E-05	0	0.000239909	0.0000062	0	0	0	0	8.62E-06	0	0	0	7.48E-05	0	6.28E-05	0	2.55E-05	0	1.26E-05	0	2.53E-05	0	5.36E-05	0	1.25E-05	0	8.62E-05	0.00007826	0.004152709	0.0001724	0	0	0	0	2.30E-05	0
Parabacteroides	1.55E-05	0	0.000107553	0.00003202	0.007119856	0.00709511	0.001920087	0.00473679	0.004919392	0.00544593	0.002738185	0.00372461	0.007884287	0.00773108	0.003560106	0.00406879	0.004148412	0.0078311	0.006064577	0.00330585	0.007540777	0.01528305	0.003120508	0.00401453	0.02199598	0.02408696	0.013864584	0.01301853	0.004136455	0.00445809	0.006240195	0.00848581	0.013055304	0.01566106	0.011961205	0.0099111	0.005658777	0.00573934	0.007956014	0.00778956	0.017211307	0.01443772	0.016559174	0.01844073	0.025882616	0.02448562	0.002569004	0.00186866	0.015628347	0.01360481	0.003439513	0.00402671	0.006390236	0.00664902	0.002499246	0.00209524	0.004899509	0.00990354	0.004914066	0.00478261	0.004097021	0.00438324	0.00812625	0.01024103	0.00811823	0.00956187	0.017166405	0.03556584	0.013076015	0.0287807	0.034557181	0.03680637	0.002192928	0.00367886	3.76E-05	0.00009032	0	0	2.52E-05	0	0.000137907	0.00045717
Paracoccus	3.10E-05	0	0	0	0	0	0	0	4.21E-06	0	0	0	4.45E-06	0	8.66E-06	0	0	0	8.85E-06	0	0	0	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	7.71E-06	0	0	0	0	0	0	0	1.72E-05	0	0	0	0	0	0	0	8.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15E-05	0.0000208
Parascardovia	4.65E-05	0	1.34E-05	0	1.61E-05	0	8.96E-05	0	8.42E-06	0	3.61E-06	0	2.67E-05	0	4.33E-05	0	5.54E-06	0.0000035	8.85E-06	0	1.79E-05	0	8.77E-06	0	8.45E-06	0	8.71E-06	0	3.19E-05	0.0000277	1.76E-05	0	0	0	1.66E-05	0	1.54E-05	0	4.22E-05	0.00005599	2.57E-05	0	1.78E-05	0	3.44E-05	0.00006177	0.000103798	0.00009521	2.57E-05	0	9.41E-05	0	3.39E-05	0	1.72E-05	0	1.28E-05	0	2.49E-05	0	6.28E-05	0	0	0	3.77E-05	0.00004514	3.79E-05	0	0	0	0	0	2.46E-05	0	0	0	0.001765546	0	6.30E-05	0	0.000183876	0
Parvibaculum	0	0	0	0	0	0	2.30E-06	0	4.21E-06	0	3.61E-06	0.00000054	0	0	0	0	0	0	3.54E-05	0	0	0	0	0	0	0.00000759	4.35E-06	0.00000755	0	0	0	0	0	0	0	0	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pasteurella	1.55E-05	0	0	0	0	0	2.30E-06	0	4.21E-06	0	7.23E-06	0	4.45E-06	0	0	0	9.24E-06	0.00000587	8.85E-06	0	0	0	0	0	0	0	4.35E-06	0	7.99E-06	0	1.76E-05	0	1.73E-05	0	2.50E-05	0.00002466	7.71E-06	0	1.69E-05	0	0	0	0	0	0	0	8.65E-06	0	8.57E-06	0	8.56E-06	0.00000977	1.69E-05	0	1.72E-05	0.00002412	1.28E-05	0	0	0	1.26E-05	0	0	0	0	0	2.53E-05	0	4.02E-05	0	1.25E-05	0	0	0	3.76E-05	0	0	0	0	0	0	0
Pectobacterium	0	0	0	0	4.02E-06	0	2.30E-06	0	3.79E-05	0	4.82E-06	0	0	0	0	0.00000187	1.85E-05	0	8.85E-06	0	4.47E-06	0	0	0	8.45E-06	0	4.35E-06	0	1.60E-05	0.00002594	1.76E-05	0	0	0	3.33E-05	0	7.71E-06	0	1.69E-05	0.00003671	1.71E-05	0	0	0	8.60E-06	0	4.32E-05	0	5.14E-05	0.00000574	1.71E-05	0	4.23E-05	0.00001442	8.62E-06	0	0	0	1.25E-05	0	0.000113108	0.00004073	1.27E-05	0	5.03E-05	0	0	0	2.68E-05	0.00002134	1.25E-05	0	3.70E-05	0	0.001718795	0.00077774	0	0	1.26E-05	0	5.75E-05	0.00002823
Pediococcus	0	0	0	0	8.04E-06	0	4.59E-06	0	0	0	1.20E-06	0	8.46E-05	0	1.30E-05	0	5.54E-06	0.00000362	0	0	0	0	0	0	8.45E-06	0	4.35E-06	0	0	0	1.76E-05	0	0	0	8.32E-06	0	0	0	8.45E-05	0.00020288	8.55E-06	0	8.88E-06	0	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0	0	2.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-05	0	0	0	0	0	0	0	0	0
Pedobacter	1.55E-05	0	1.34E-05	0	4.82E-05	0	5.74E-05	0	0.000530234	0	0.000184312	0	0.000333891	0	0.001645791	0	0.000866253	0.00000128	0.000491364	0	0.000178797	0	0.000337471	0	0.000485609	0	0.000975092	0	0.000319417	0	0.000907825	0	0.000492164	0	0.000374308	0	0.000439442	0	0.000304051	0	0.000273602	0	0.000186557	0	0.000387207	0	0.000882284	0	0.00051409	0	0.000316572	0	0.000897172	0	0.000517085	0	7.70E-05	0	0.000124722	0	0.000150811	0	0.000229267	0	0.000125669	0	0.000252819	0	8.05E-05	0	0.000301152	0	0.000172478	0	2.51E-05	0	5.01E-05	0	0	0	0	0
Pelagibacter	0	0.0000654	0	0	4.02E-06	0	0	0	0	0	2.41E-06	0	8.90E-06	0	4.33E-06	0	3.69E-06	0	8.85E-06	0	4.47E-06	0	4.38E-06	0	0	0	0	0	7.99E-06	0	0	0	0	0	8.32E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27E-05	0	2.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelobacter	1.55E-05	0	1.34E-05	0	8.04E-06	0	2.30E-06	0.00000214	1.68E-05	0	7.23E-06	0	1.34E-05	0	4.33E-06	0	1.66E-05	0	1.33E-05	0	4.47E-06	0	1.31E-05	0	4.22E-06	0	4.35E-06	0	0	0	1.76E-05	0	0	0	0	0	1.54E-05	0	3.38E-05	0	8.55E-06	0	1.78E-05	0	8.60E-06	0	2.59E-05	0	8.57E-06	0	8.56E-06	0	3.39E-05	0	0	0	0	0	1.25E-05	0	0	0	0	0	2.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelotomaculum	1.55E-05	0	2.69E-05	0	1.21E-05	0.00000466	1.61E-05	0.00000259	4.63E-05	0.00000929	1.69E-05	0.0000014	5.34E-05	0.00000986	2.17E-05	0	2.03E-05	0.00000219	2.66E-05	0	4.47E-06	0	8.77E-06	0.00000963	4.22E-06	0	8.71E-06	0	2.40E-05	0	8.81E-06	0	0	0	3.33E-05	0	1.54E-05	0	5.91E-05	0	3.42E-05	0	2.67E-05	0	8.60E-06	0	2.59E-05	0	2.57E-05	0	2.57E-05	0	3.39E-05	0.00001811	1.72E-05	0	0	0	4.99E-05	0	1.26E-05	0	0	0	1.26E-05	0	2.53E-05	0	2.68E-05	0	2.51E-05	0	0	0	0	0	1.25E-05	0	0	0	2.30E-05	0
Peptoniphilus	0.000124127	0	9.41E-05	0.00004642	7.64E-05	0	3.67E-05	0.00000461	6.73E-05	0	6.99E-05	0.000005	0.00021369	0.00010536	8.66E-05	0	0.000118209	0.00002734	0.000106241	0	2.23E-05	0	6.14E-05	0	6.33E-05	0	6.53E-05	0	0.000103811	0	0.000167463	0	0.000112248	0.00000922	0.000124769	0	0.0001619	0	5.91E-05	0	6.84E-05	0	0.000186557	0.0000326	3.44E-05	0	1.73E-05	0	8.57E-05	0	0	0	0.000101567	0	0.000103417	0	0.000141085	0	7.48E-05	0.00004724	2.51E-05	0	2.55E-05	0	6.28E-05	0	6.32E-05	0	6.71E-05	0	2.51E-05	0	0.000283356	0.000108	1.25E-05	0	0	0	8.82E-05	0.0000282	0.00010343	0
Peptostreptococcus	0.000217223	0.00007561	0.000282326	0.00019564	2.41E-05	0.00009077	3.90E-05	0.00000752	9.68E-05	0.0000315	5.78E-05	0.00002721	0.000227046	0.00008795	4.33E-05	0	9.97E-05	0.00007753	0.000115094	0.00002509	8.94E-06	0	2.19E-05	0.00004893	6.33E-05	0.00000599	0.00011318	0.00003793	3.99E-05	0.00002523	0.00011458	0.00009533	0.00023313	0.00044146	0.000224585	0.00010262	0.000238995	0.00005083	0.00010135	0.00011915	0.000119701	0.00000887	9.77E-05	0.00003333	6.02E-05	0.00002363	8.65E-06	0	6.85E-05	0.00002793	8.56E-06	0.00002654	0.000600936	0.00024985	0	0.00000871	6.41E-05	0.00009824	6.24E-05	0.00010944	7.54E-05	0	1.27E-05	0.0000434	6.28E-05	0.00004111	5.06E-05	0.00014381	0.00010729	0.00025933	8.78E-05	0.00027102	1.23E-05	0.00004405	3.76E-05	0	3.76E-05	0	0	0.00016355	1.15E-05	0.00002288
Photobacterium	0	0	0	0.00001247	1.21E-05	0	0	0	1.26E-05	0	1.57E-05	0	1.78E-05	0	2.17E-05	0	2.40E-05	0	4.43E-05	0	8.94E-06	0	2.19E-05	0	3.38E-05	0	0	0	3.19E-05	0	8.81E-06	0	8.63E-06	0	8.32E-06	0	7.71E-06	0	3.38E-05	0	8.55E-06	0	0	0	8.60E-06	0	0	0	0	0	1.71E-05	0	8.46E-06	0	3.45E-05	0	3.85E-05	0	4.99E-05	0	0	0	0	0	5.03E-05	0	1.26E-05	0	0	0	0	0	3.70E-05	0	0.000163097	0	0	0	0	0	0	0
Photorhabdus	0	0	1.34E-05	0	8.04E-06	0	0	0	0	0	4.82E-06	0	4.45E-06	0	0	0	5.54E-06	0	1.33E-05	0	0	0	0	0	0	0	0	0	0	0	8.81E-06	0	1.73E-05	0	0	0	0	0	8.45E-06	0.00002916	0	0	0	0	0	0	0	0	8.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-05	0	0.000100368	0.00007343	0	0	1.26E-05	0	1.15E-05	0
Polaromonas	0	0	0	0	4.02E-06	0	4.59E-06	0	0	0	6.02E-06	0.00000096	4.45E-06	0	8.66E-06	0	1.48E-05	0	1.33E-05	0	8.94E-06	0	4.38E-06	0	0	0	1.74E-05	0	7.99E-06	0	1.76E-05	0	0	0	0	0	1.54E-05	0	8.45E-06	0	0	0	0	0	8.60E-06	0	0	0	0	0	4.28E-05	0	8.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0	2.51E-05	0	0	0	5.02E-05	0	0	0	0	0	1.15E-05	0
Polynucleobacter	0	0	0	0	0	0	0	0	0	0	2.41E-06	0.00000197	8.90E-06	0	2.17E-05	0	1.85E-06	0	1.77E-05	0	0	0	0	0	0	0	0	0	0	0	8.81E-06	0	0	0	0	0	1.54E-05	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69E-05	0	8.62E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-05	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas	0	0	1.34E-05	0	5.23E-05	0.00000628	2.07E-05	0.00000349	0.000483944	0.00057755	0.000251773	0.00032351	0.000373958	0.0001851	0.000433103	0.00005987	0.000380487	0.00007778	0.000677285	0.00018152	0.000621321	0.00066745	0.000455804	0.000066	0.000426491	0.00020859	0.000565901	0.00032033	0.000207621	0.00003124	0.000625782	0.0003496	0.000371282	0.00020931	0.000357672	0.00026015	0.000346928	0.00001086	0.000489861	0.00010655	0.000273602	0.00034532	0.000248743	0.00010425	0.000154883	0.00007318	0.000320044	0.0000604	0.000351295	0.00004633	0.000376464	0.00013599	0.000533225	0.00006921	0.00076701	0.00026491	0.000256519	0.00019221	0.000162139	0.00002284	0.000276486	0	0.000407586	0.0004214	0.000351874	0.00033751	0.000872225	0.0012003	0.00030846	0	0.000338796	0.00002987	0.000110878	0.00002222	3.76E-05	0	1.25E-05	0	1.26E-05	0	1.15E-05	0
Propionibacterium	0.000465477	0.00049074	6.72E-05	0.00003081	1.21E-05	0.00002242	4.59E-06	0.00000313	0	0	7.23E-06	0	4.45E-05	0.00003202	2.60E-05	0.00001136	1.11E-05	0	1.77E-05	0	1.79E-05	0.00002704	1.31E-05	0	4.22E-06	0	0.000143652	0.00020171	0.000167694	0.00022294	0.000105766	0.00017562	0	0	0	0	1.54E-05	0.00001963	2.53E-05	0	3.42E-05	0.00004332	2.67E-05	0	0.000137673	0.00001947	6.92E-05	0	8.57E-06	0	1.71E-05	0.00001384	5.92E-05	0.00002182	1.72E-05	0.0000215	0	0.00001259	3.74E-05	0	1.26E-05	0	0.000114634	0	0	0	0	0	0	0	0.000100384	0.0001314	0	0	0	0	6.26E-05	0	0.043411458	0.01226208	9.19E-05	0.00007609
Prosthecochloris	0	0	0	0	0	0	0	0	4.21E-06	0	3.61E-06	0	0	0	0	0	3.69E-06	0	4.43E-06	0	8.94E-06	0	1.75E-05	0	0	0	4.35E-06	0	0	0	0	0	0	0	8.32E-06	0	0	0	0	0	0	0	8.88E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-05	0	0	0.00003015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus	0	0	0	0	4.02E-06	0	0	0	4.21E-06	0	3.61E-06	0	0	0	8.66E-06	0	0	0	1.77E-05	0	4.47E-06	0	4.38E-06	0	4.22E-06	0	1.74E-05	0	7.99E-06	0.00001293	0	0	8.63E-06	0	0	0	0	0	0	0.00001307	8.55E-06	0	8.88E-06	0	0	0	1.73E-05	0	0	0	0	0	0	0	0	0	1.28E-05	0	2.49E-05	0	1.26E-05	0	2.55E-05	0	1.26E-05	0	0	0	0	0	0	0	3.70E-05	0	0.000326195	0	0	0	0	0	3.45E-05	0
Providencia	0	0	1.34E-05	0	4.02E-06	0	4.59E-06	0	1.26E-05	0	1.69E-05	0.00000089	4.45E-06	0	2.17E-05	0	3.69E-06	0	8.85E-06	0	8.94E-06	0	8.77E-06	0	1.27E-05	0	0	0	7.99E-06	0	0	0	1.73E-05	0	1.66E-05	0	7.71E-06	0	5.07E-05	0	8.55E-06	0	0	0	1.72E-05	0	0.000216246	0	6.00E-05	0	8.56E-06	0	2.54E-05	0	3.45E-05	0	1.28E-05	0	4.99E-05	0	2.51E-05	0	3.82E-05	0	3.77E-05	0.00001798	2.53E-05	0	0	0	0	0	0	0	0.001756433	0.00039148	1.25E-05	0	2.52E-05	0.00001341	0.00040223	0
Pseudomonas	0	0	1.34E-05	0	4.42E-05	0	2.30E-05	0	0.000105205	0	7.35E-05	0.0000006	4.90E-05	0	8.23E-05	0	5.17E-05	0	4.87E-05	0	4.47E-05	0	1.75E-05	0	3.80E-05	0	4.35E-05	0	7.19E-05	0	4.41E-05	0	2.59E-05	0	3.33E-05	0	6.17E-05	0	6.76E-05	0.0000046	3.42E-05	0	8.00E-05	0	2.58E-05	0	0.000129748	0.00005104	7.71E-05	0	8.56E-05	0	4.23E-05	0	0.000120653	0.00002563	7.70E-05	0	1.25E-05	0	0.000138243	0.00000452	0	0	8.80E-05	0	1.26E-05	0	0.000120702	0	7.53E-05	0	0.000147838	0.00001393	0.000552022	0.00000432	0	0	6.30E-05	0	3.45E-05	0.0000217
Pyramidobacter	0.000201707	0	5.38E-05	0	6.43E-05	0.00000825	4.36E-05	0	0.000159912	0	6.02E-05	0.00000332	0.00023595	0	0.000415779	0.00002223	0.000138527	0	0.000194775	0	4.92E-05	0	0.000113951	0	0.000114013	0	0.000187183	0	0.000223592	0	0.000290857	0	6.04E-05	0	0.000133087	0	0.000215866	0	0.000261822	0.00002073	0.000128251	0.00004328	0.000204325	0	0.003140676	0.00448212	0.000302745	0	7.71E-05	0.00001136	0.000248124	0.00030211	0.001057986	0.00083039	0.000112035	0	0.000141085	0	0.000199556	0	0.000163378	0	0.000178319	0	0.000188504	0	0.00013905	0	0.000120702	0	0.000163124	0	0.000135518	0	0	0	0	0	0	0	0.000160892	0
Ralstonia	3.10E-05	0	0	0	4.02E-06	0	4.59E-06	0	1.26E-05	0	7.23E-06	0.00000083	1.34E-05	0	2.17E-05	0	2.22E-05	0	1.33E-05	0.00001023	4.47E-06	0.00000228	1.75E-05	0.00000586	1.27E-05	0	0	0.00000198	1.60E-05	0.00000352	8.81E-06	0	2.59E-05	0	0	0	0	0	3.38E-05	0.00000356	0	0	8.88E-06	0	8.60E-06	0	0	0.00000807	6.00E-05	0	2.57E-05	0	0	0	1.72E-05	0	0	0.000019	0	0.00001615	1.26E-05	0	1.27E-05	0	7.54E-05	0	0	0	4.02E-05	0.0000206	2.51E-05	0	3.70E-05	0	5.02E-05	0.00004686	0	0	0	0	2.30E-05	0.00005149
Rhizobium	3.10E-05	0	1.34E-05	0	4.02E-06	0	2.30E-05	0	2.10E-05	0	2.17E-05	0.00000179	1.34E-05	0	8.66E-06	0	1.11E-05	0	2.21E-05	0	8.94E-06	0	1.31E-05	0	1.69E-05	0	8.71E-06	0	7.99E-06	0	1.76E-05	0	0	0	8.32E-06	0	1.54E-05	0	3.38E-05	0	8.55E-06	0	4.44E-05	0	1.72E-05	0	8.65E-06	0	8.57E-06	0	8.56E-06	0	1.69E-05	0	0	0	2.57E-05	0	1.25E-05	0	2.51E-05	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	5.02E-05	0	0	0	0	0	2.30E-05	0
Rhodococcus	0.000124127	0	5.38E-05	0	2.41E-05	0	1.61E-05	0	2.95E-05	0.00001756	7.23E-06	0.00000054	3.56E-05	0	4.76E-05	0.00002215	1.29E-05	0	5.75E-05	0.00003589	8.94E-06	0.00001569	1.31E-05	0	4.22E-06	0	3.05E-05	0	2.40E-05	0.00001668	2.64E-05	0	0	0	2.50E-05	0.00000913	6.17E-05	0.00003738	2.53E-05	0.00002501	1.71E-05	0	3.55E-05	0	4.30E-05	0.00002759	1.73E-05	0	0.000145659	0.00013516	8.56E-06	0	5.08E-05	0.00000841	3.45E-05	0.00000836	0	0	2.49E-05	0	0	0	0	0	6.28E-05	0	2.53E-05	0	0	0	2.51E-05	0	0	0	0	0	5.01E-05	0	2.52E-05	0	2.30E-05	0
Rhodospirillum	1.55E-05	0	0	0	0	0	0	0	5.05E-05	0.00000646	3.49E-05	0.00000342	4.45E-06	0	0	0	9.24E-06	0	0.000172641	0.0000262	0	0	0.000113951	0.00000669	4.22E-05	0.00002504	3.48E-05	0	2.40E-05	0	4.41E-05	0.00001303	1.73E-05	0	2.50E-05	0	0	0	8.45E-06	0	1.71E-05	0	1.78E-05	0	0	0	0	0	0	0	1.71E-05	0	3.39E-05	0	8.62E-06	0	0	0	0	0	2.51E-05	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	1.25E-05	0	0.00031304	0	0	0	0	0
Rickettsia	0	0	2.69E-05	0	4.02E-06	0	0	0	3.79E-05	0	1.57E-05	0.00000382	4.45E-06	0	1.30E-05	0	1.48E-05	0	1.77E-05	0	0	0	2.19E-05	0	4.22E-06	0	2.18E-05	0	1.60E-05	0	8.81E-06	0	8.63E-06	0	4.16E-05	0	4.63E-05	0	0	0	0	0	1.78E-05	0	0	0	0	0	2.57E-05	0	0	0	1.69E-05	0	0	0	0	0	3.74E-05	0	2.51E-05	0	3.82E-05	0	0	0	2.53E-05	0	0	0	0	0	2.46E-05	0	0	0	0	0	0	0	0	0
